,Value,Input
59825,0,the keyboard how quaint
59826,0,then preparing his fingers like a concert pianist he
59827,0,plunges to work furiously
59828,0,close computer screen
59829,0,
59830,0,an awesome series of figures and graphics are
59831,0,appearing pull back to reveal scotty now master of
59832,0,the keyboard while nichols watches in awe next to
59833,0,bones with a flourish scotty hits a last command
59834,0,and a wondrous three dimensional graphic appears
59835,0,nichols
59836,0,wideeyed
59837,0,transparent aluminum
59838,0,scotty
59839,0,thats the ticket laddie
59840,0,nichols
59841,0,but it would take years just to
59842,0,figure out the dynamics of this
59843,0,matrix
59844,0,bones
59845,0,youll be rich beyond the dreams of
59846,0,avarice
59847,0,scotty
59848,0,so is it worth something or
59849,0,should i just punch clear
59850,0,nichols
59851,0,no
59852,0,then
59853,0,no what did you have in mind
59854,0,bones
59855,0,a moment alone please
59856,0,bones
59857,0,continuing
59858,0,you know if we give him the
59859,0,formula well be altering the
59860,0,future
59861,0,scotty
59862,0,why how do you know he didnt
59863,0,invent the thing
59864,0,as bones accepts the truth of this we hear
59865,0,kirks voice
59866,0,right here is fine
59867,0,ext golden gate park spaceship site dusk
59868,0,the land rover pulls to a stop kirk and spock get out
59869,0,but kirk gets back in
59870,0,
59871,0,closer across gillian in car
59872,0,spock is now outside gillian calls to him
59873,0,gillian
59874,0,you sure you wont change your mind
59875,0,spock
59876,0,is there something wrong with the
59877,0,one i have
59878,0,kirk
59879,0,shrugs
59880,0,just a little joke see you later
59881,0,old friend
59882,0,gillian
59883,0,still to spock
59884,0,how did you know gracies pregnant
59885,0,nobody knows that
59886,0,spock
59887,0,gracie does
59888,0,to kirk
59889,0,ill be right here
59890,0,spock walks out of view
59891,0,gillian
59892,0,hes just going to hang around the
59893,0,bushes while we eat
59894,0,kirk
59895,0,shrugs
59896,0,its his way
59897,0,and they drive off
59898,0,angle on spock ilm
59899,0,after the land rover has departed he is left alone
59900,0,standing quietly then with no warning he beams out
59901,0,int italian restaurant kirk and gillian night
59902,0,not fancy but nice a waiter stands ready to take
59903,0,their order
59904,0,
59905,0,gillian
59906,0,do you trust me
59907,0,kirk
59908,0,implicitly
59909,0,gillian
59910,0,good
59911,0,to waiter
59912,0,a large mushroom and pepperoni with
59913,0,extra onions and a michelob
59914,0,waiter
59915,0,and you sir
59916,0,kirk stares at the menu blankly he shrugs
59917,0,kirk
59918,0,make it two
59919,0,the waiter leaves kirk and gillian a moment then
59920,0,kirk
59921,0,continuing
59922,0,so how did a nice girl like you get
59923,0,to be a cetacean biologist
59924,0,gillian
59925,0,unhappily
59926,0,just lucky i guess
59927,0,kirk
59928,0,youre upset about losing the
59929,0,whales
59930,0,gillian
59931,0,youre very perceptive
59932,0,kirk
59933,0,how will that be done exactly
59934,0,gillian
59935,0,theyll be flown in a special to
59936,0,alaska and released there
59937,0,kirk
59938,0,flown and thats the last youll
59939,0,see of them
59940,0,gillian
59941,0,see yes but well tag them with
59942,0,radio transmitters on a special
59943,0,frequency so we can keep tabs on
59944,0,them
59945,0,kirk
59946,0,you know i could take those whales
59947,0,somewhere they wouldnt be hunted
59948,0,gillian
59949,0,smiles despite
59950,0,herself
59951,0,you you cant even get from
59952,0,sausalito to san francisco without a
59953,0,lift
59954,0,the waiter returns with their beers and two plates
59955,0,
59956,0,gillian
59957,0,continuing
59958,0,thanks cheers
59959,0,kirk
59960,0,if you have such a low opinion of my
59961,0,abilities how come were having
59962,0,dinner
59963,0,gillian
59964,0,i told you im a sucker for hard
59965,0,luck cases besides i want to know
59966,0,why you travel around with that
59967,0,ditzy guy who knows that gracie is
59968,0,pregnant and calls you admiral
59969,0,
59970,0,kirk says nothing looks at her theres chemistry
59971,0,all right
59972,0,gillian
59973,0,continuing finally
59974,0,where could you take them
59975,0,kirk
59976,0,hm
59977,0,gillian
59978,0,my whales where could you take
59979,0,them where theyd be safe
59980,0,kirk
59981,0,carefully
59982,0,its not so much a matter of a place
59983,0,as of time
59984,0,gillian
59985,0,sorry the time would have to be
59986,0,right now
59987,0,kirk
59988,0,what do you mean now
59989,0,gillian
59990,0,bitterly into
59991,0,her beer
59992,0,lets just say that no humpback born
59993,0,in captivity has ever survived
59994,0,a sigh
59995,0,problem is they wont be a whole
59996,0,lot safer at sea because of all the
59997,0,hunting this time of year so
59998,0,that as they say is that
59999,0,her eyes begin
60000,0,to moisten
60001,0,damn
60002,0,as she dabs her eyes with a napkin kirks communicator
60003,0,beeps three times from under his clothes pained he
60004,0,ignores it
60005,0,gillian
60006,0,continuing
60007,0,whats that
60008,0,kirk
60009,0,whats what
60010,0,gillian
60011,0,you got a pocket pager what are
60012,0,you a doctor
60013,0,the beeper again exasperated kirk flips it open
60014,0,kirk
60015,0,testy
60016,0,what is it i thought i told you
60017,0,never to call me
60018,0,a int bird of prey cargo bay transporter control area a
60019,0,
60020,0,scotty
60021,0,sorry admiral we just thought
60022,0,youll like to know were beaming
60023,0,them now
60024,0,b back to scene b
60025,0,kirk
60026,0,oh i see
60027,0,sotto
60028,0,tell them phasers on stun good
60029,0,luck kirk out
60030,0,long pause gillian stares at him pulls on her beer
60031,0,thoughtfully then
60032,0,gillian
60033,0,wanna try it from the top
60034,0,kirk
60035,0,tell me when the whales are going to
60036,0,be released
60037,0,gillian
60038,0,who are you
60039,0,kirk
60040,0,who do you think i am
60041,0,she bites her pizza
60042,0,
60043,0,gillian
60044,0,dont tell me youre from outer
60045,0,space
60046,0,kirk
60047,0,no im from iowa i just work in
60048,0,outer space
60049,0,gillian
60050,0,well i was close i knew outer
60051,0,space was going to come into it
60052,0,sooner or later
60053,0,kirk
60054,0,all right the truth
60055,0,gillian
60056,0,im all ears
60057,0,kirk
60058,0,thats what you think
60059,0,then
60060,0,okaytruth im from what on
60061,0,your calendar would be the late
60062,0,rd century ive been sent back
60063,0,in time to bring two humpback whales
60064,0,with me in an attempt to
60065,0,repopulate the species
60066,0,gillian
60067,0,well why didnt you say so why
60068,0,all the coy disguises
60069,0,kirk
60070,0,you want the details
60071,0,gillian
60072,0,are you kidding i wouldnt miss
60073,0,this for all the tea in china
60074,0,kirk
60075,0,then tell me when the whales are
60076,0,leaving
60077,0,
60078,0,gillian
60079,0,jesus you are persistent
60080,0,then
60081,0,okay your friend was right gracie
60082,0,is not only pregnant she is very
60083,0,pregnant at noon tomorrow in
60084,0,what is sure to be a media circus
60085,0,the whales get shipped out
60086,0,kirk
60087,0,stunned
60088,0,noon tomorrow
60089,0,the waiter arrives plunks the pizza down and holds up
60090,0,the check
60091,0,waiter
60092,0,who gets the bad news
60093,0,gillian
60094,0,dont tell me they dont have
60095,0,money in the rd century
60096,0,kirk
60097,0,well we dont
60098,0,then rising
60099,0,come on i dont have much time now
60100,0,and so saying he exits leaving a baffled gillian and
60101,0,waiter gillian a beat then covers to the waiter
60102,0,gillian
60103,0,uh could we have this to go
60104,0,ext naval base night
60105,0,
60106,0,uss enterprise floodlit secure shore patrolmen
60107,0,on duty a general sense of tight security
60108,0,int corridor uss enterprise
60109,0,a sailor in dungarees and a drug dog patrol the empty
60110,0,corridor as they near camera a familiar sound the
60111,0,beamin is heard faintly the dog stops his ears go
60112,0,up in surprise the sailor has not heard the sound
60113,0,he whistles to the dog and urges him on down the
60114,0,corridor
60115,0,int machinery room night
60116,0,deep within the bowels of the ship uhura and chekov
60117,0,have made it in they carry with them the collecting
60118,0,device a long flashlightlike tube with a folded up
60119,0,metal piece they start forward hide momentarily as a
60120,0,pair of feet walk above them seen through the metal
60121,0,decking which forms a ceiling above them then they
60122,0,start carefully out of shot
60123,0,int room adjacent to reactor area as shot
60124,0,signs of danger and warnings definitely off limits
60125,0,they move quickly to the reactor threshold a control
60126,0,area marked by sings warnings and flashing red
60127,0,lights uhura takes a confirming reading on her
60128,0,tricorder nods and chekov fans the metal piece open
60129,0,into a parabolic shape he places the dish in the
60130,0,place indicated by uhura turns on a power source a
60131,0,faint sound indicates it is working
60132,0,uhura
60133,0,how long
60134,0,chekov
60135,0,depends on how much shielding is
60136,0,between us and the reactor
60137,0,she looks around nervously
60138,0,omitted
60139,0,thru thru
60140,0,
60141,0,ext golden gate park landing site night
60142,0,as the land rover pulls to a stop
60143,0,angle inside land rover kirk and gillian
60144,0,as she pulls on the handbrake the empty pizza box is
60145,0,between them
60146,0,gillian
60147,0,well admiral that may be the
60148,0,strangest dinner of my life and the
60149,0,biggest cockamamie fish story ive
60150,0,ever heard
60151,0,kirk
60152,0,you asked
60153,0,then
60154,0,now will you tell me something
60155,0,at her look
60156,0,george and gracies transmitter
60157,0,whats the frequency
60158,0,she looks at him
60159,0,gillian
60160,0,sighs
60161,0,sorry thats classified
60162,0,beat
60163,0,i dont really have a clue who you
60164,0,are you wouldnt want to show me
60165,0,around your space ship would you
60166,0,kirk
60167,0,it wouldnt be my first choice no
60168,0,gillian
60169,0,so there we are
60170,0,kirk
60171,0,lemme tell you something im here
60172,0,to bring two humpbacks into the rd
60173,0,century if i have to ill go to
60174,0,the open sea to get them but id
60175,0,just as soon take yours better
60176,0,for me better for you and better
60177,0,for them
60178,0,gillian
60179,0,i bet youre a damn good poker player
60180,0,kirk
60181,0,think about it but dont take too
60182,0,long because im out of time if
60183,0,you change your mind this is where
60184,0,ill be
60185,0,gillian
60186,0,looks around
60187,0,here in the park
60188,0,kirk
60189,0,right
60190,0,he gives her a brief kiss and is gone she sits there
60191,0,surprised but not disagreeably then she restarts her
60192,0,car and is about to depart when she hears an odd sound
60193,0,os and there is a slight flicker of reflected light
60194,0,she turns and looks back through the rear window
60195,0,her pov
60196,0,there is no one within a hundred feet of where kirk
60197,0,last stood
60198,0,back to gillian
60199,0,she turns back puzzled slips the car into gear and
60200,0,still puzzled departs
60201,0,int bird of prey transporter room ilm
60202,0,kirk materializes and is met by spock immediately
60203,0,they begin walking
60204,0,kirk
60205,0,status
60206,0,spock
60207,0,the tank will be finished by
60208,0,morning
60209,0,kirk
60210,0,thats cutting it closer than you
60211,0,know what about team two
60212,0,spock
60213,0,no word since beamin we can only
60214,0,wait for their call
60215,0,kirk
60216,0,damn damnit weve been so
60217,0,lucky we have the two perfect
60218,0,whales in our hands but if we dont
60219,0,move quickly well lose them
