Value,Input
0,first of many steps he turns to share this with
0,mccoy and then with them all we have the feeling
0,that spock has come back to his family and to us
0,on enterprise family
0,they have gathered round kirk now beaming at spock
0,through their tears and their joy knowing they all
0,have a future together
0,screenplay by
0,nicholas meyer denny martin flinn
0,story by
0,leonard nimoy nicholas meyer
0,
0,fifth draft
0,
0,
0,confidential
0,do not photocopy under any conditions
0,to all recipients of this script
0,we are determined to protect the secrecy of our materials and
0,of our project
0,your script is numbered and is for your use alone
0,in addition to your script number in each page all
0,scripts have been coded by number by a method
0,known only to this office
0,reproduction of all or part of these materials will
0,be traceable
0,needless to say if you have this script you are a colleague
0,in our mutual endeavor please take care of your material and
0,int bridge uss excelsior
0,the polyglot crew is busy
0,seated in the captains chair a familiar face sulu
0,he has his own command and is drinking a cup of tea
0,the science officer stands next to him conferring
0,handing him a datacount sulu muses over the contents
0,sulu
0,according to this weve completed
0,our exploration of the entire
0,sector
0,science officer
0,fiftyfour planets and their
0,gaseous atmospheric anomalies our
0,sensing and analytic equipment
0,worked well
0,sulu
0,then its time we were heading
0,home three years is
0,the ship starts to tremble
0,angle on sulus tea cup
0,shaking in its saucer sulu and the crew look at
0,each other as the shaking increases the teacup
0,smashes
0,science officer
0,i have an energy wave from
0,degrees mark six port
0,sulu
0,visual
0,on the screen
0,vfx vfx
0,an enormous gaseous wave a subspace shock front
0,sulu
0,continuing
0,my god shields
0,ext the galaxy
0,vfx vfx
0,meteors and asteroids smashing past burning chunks
0,fly by at warp speeds excelsior reels
0,int uss excelsior bridge
0,the ship rolls throwing everyone off balance
0,sulu
0,what the hell is going on
0,the crew jumps to computers light up information
0,flies across screens and monitors the ship is battered
0,like a fighters punching bag with shocks and jolts and
0,tremors
0,int crews quarters galley corridors etc
0,sleeping members are thrown from their berths the
0,claxon alarm sounds pervasively
0,crew etc
0,what the look out
0,stations etc
0,int excelsior bridge
0,lojur
0,captain shes not answering her
0,helm
0,sulu
0,starboard thrusters turn her into
0,the wave
0,int excelsior engine room
0,chaos valves hiss purple crew running knocked
0,about
0,engineer
0,engine room whats going on up
0,int excelsior bridge
0,sulu
0,quarter impulse power
0,excelsior has been knocked about and everyone on the
0,bridge is holding on or sliding around she settles
0,and one by one her crew resume their stations
0,sulu
0,damage report
0,voice
0,seems to be in one piece captain
0,were checking all systems
0,the screen
0,vfxa vfxa
0,shows excelsior getting bumped about by the final
0,fragments drifting past bouncing off the shields
0,sulu
0,to science officer
0,dont tell me that was any meteor
0,shower
0,science officer
0,over his console
0,negative the subspace shockwave
0,originated at bearing threetwo
0,three mark sevenfive the
0,location is
0,turns to sulu
0,praxis a klingon moon barren of
0,indigenous life forms but
0,sulu
0,essential as a resource praxis is
0,their key energy production
0,facility
0,thinks
0,send to klingon high command
0,this is excelsior a federation
0,starship traveling through beta
0,quadrant we have monitored a
0,large explosion in your sector do
0,you require assistance
0,communications officer
0,aye sir
0,sulu
0,mr valtane any more data
0,science officer
0,i have confirmed the location sir
0,but
0,sulu
0,what is it
0,science officer
0,i cannot confirm the existence
0,of praxis
0,sulu reacts goes over to the science console and looks
0,at the screen nothing there
0,sulu
0,praxis
0,science officer
0,whats left of it
0,communications officer
0,captain im getting a message from
0,klingon high command
0,sulu
0,onscreen
0,on screen
0,a snowy picture of a wildeyed klingon officer
0,officer
0,this is an emergency we have
0,suffered
0,he looks around the ground is shaking under him as
0,sulu watches the pictures collapse then comes on
0,again with a different face
0,kerla
0,this is brigadier kerla speaking
0,for the high command
0,there has been an incident on
0,praxis however everything is
0,under control we have no need for
0,assistance obey treaty
0,stipulations and remain outside the
0,neutral zone transmission ends
0,now
0,the screen goes black sulu looks incredulous
0,sulu
0,an incident
0,communications officer
0,do we report this sir
0,sulu
0,are you kidding
0,swivels to the
0,communications officer
0,send to starfleet command
0,ext space
0,vfx vfx
0,excelsior warps off into the galaxy
0,omitted
0,thru thru
0,
0,a cu starfleet shield a
0,kirk walks into shot
0,kirk
0,what are we doing here
0,widen to reveal
0,int starfleet briefing room day
0,the room fills with bemedaled brass kirks crew among
0,them the only starship complement in the room they
0,cant help looking at each other questioning they
0,are in uniforms
0,bones
0,search me anybody know how come
0,we made the a list
0,uhura
0,my shore leave was just cancelled
0,reacting
0,isnt this just for top brass
0,chekov
0,where is mr sulu
0,kirk
0,captain sulu on assignment
0,anyone seen spock
0,a door opens and starfleet admiral donald austere and
0,impressive enters and gavels the meeting to order
0,admiral donald
0,this briefing is classified there
0,will be no recording devices
0,ladies and gentlemen the cinc
0,all rise as the starfleet commander in chief enters
0,with a briefcase and pulls materials from it
0,cinc
0,as you were ill make this as
0,simple as i possibly can the
0,klingon empire has roughly
0,years of life left to it
0,they look at each other in disbelief
0,cinc
0,continuing
0,for full details i am turning this
0,briefing over to our special
0,federation envoy
0,he makes a sign and another door opens spock walks to
0,the podium kirk and company are astounded
0,spock
0,good morning
0,vfx omitted vfx
0,spock
0,continuing
0,two months ago a federation
0,starship monitored an explosion on
0,the klingon moon praxis we
0,believe it was caused by over mining
0,and insufficient safety precautions
0,the moons decimation means an
0,almost eighty percent loss of
0,available energy and a deadly
0,pollution of their ozone due to
0,their large military expenditures
0,the klingon economy is in a very
0,weakened condition they do not
0,have sufficient resources to
0,manufacture air shelters in large
0,enough quantities to sustain
0,anything like their current
0,population last month at the
0,behest of the uh vulcan
0,ambassador i opened a dialogue
0,with gorkon chancellor of the
0,klingon high council he proposes
0,to commence negotiations at once
0,admiral donald
0,negotiations for what
0,spock
0,the dismantling of our space
0,stations and star bases along the
0,neutral zone an end to seventy
0,years of unremitting hostility a
0,hostility the klingons can no
0,longer afford
0,audible mutterings pan the crew is the war over
0,spock
0,continuing
0,if the klingons sue for peace we
0,could accumulate savings in defense
0,expenditures leaving the
0,federation economy free to grapple
0,with urgent social problems
0,a military man
0,bill are we talking about
0,mothballing the starfleet
0,cinc
0,im sure our exploration and
0,science programs would not be
0,affected but the facts speak for
0,themselves captain
0,admiral donald
0,i must protest to offer the
0,klingons a safe haven within
0,federation space is suicide
0,klingons would become the alien
0,trash of the galaxy and if we
0,dismantle the fleet wed be
0,defenseless before a bellicose
0,people with a foothold on our
0,territory the opportunity which
0,presents itself here is to embargo
0,trading force them to run through
0,their own resources faster and
0,bring them to their knees then
0,well be in a far better position
0,to dictate terms
0,a vocal minority of the briefing supports this but not
0,all kirk simply stares at spock
0,cinc
0,starfleet is under civilian
0,control admiral the decision is
0,a political not a military one
